"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","129.10.58.144",,,,"User:","labuser"
"Cmdline:","dstat -tcsdmrpl --output /home/labuser/trace/MXNET-Inception3.csv 1",,,,"Date:","01 Oct 2019 13:57:31 PDT"

"system","total cpu usage",,,,,,"swap",,"dsk/total",,"memory usage",,,,"io/total",,"procs",,,"load avg",,
"time","usr","sys","idl","wai","hiq","siq","used","free","read","writ","used","buff","cach","free","read","writ","run","blk","new","1m","5m","15m"
01-10 13:57:42,53.728,42.674,0.257,0.0,0.0,3.342,4730880.0,1017626624.0,0.0,0.0,2651971584.0,313024512.0,2760523776.0,500551680.0,0.0,0.0,4.0,0.0,3.0,3.570,4.160,3.670,
01-10 13:57:43,63.462,25.549,0.0,0.0,0.0,10.989,4730880.0,1017626624.0,0.0,0.0,2719948800.0,313024512.0,2760523776.0,432574464.0,0.0,0.0,5.0,0.0,0.0,3.570,4.160,3.670,
01-10 13:57:44,70.854,17.839,3.518,0.0,0.0,7.789,4730880.0,1017626624.0,0.0,0.0,2730360832.0,313024512.0,2760523776.0,422162432.0,0.0,0.0,4.0,0.0,0.0,3.570,4.160,3.670,
01-10 13:57:45,74.687,15.288,0.0,0.0,0.0,10.025,4730880.0,1017626624.0,0.0,0.0,2746552320.0,313024512.0,2760523776.0,405970944.0,0.0,0.0,4.0,0.0,2.0,3.600,4.160,3.670,
01-10 13:57:46,64.0,27.250,0.0,0.0,0.0,8.750,4730880.0,1017626624.0,0.0,20480.0,2778357760.0,313024512.0,2760523776.0,374165504.0,0.0,2.0,4.0,0.0,0.0,3.600,4.160,3.670,
01-10 13:57:47,33.154,27.493,26.685,0.0,0.0,12.668,4730880.0,1017626624.0,0.0,0.0,2772533248.0,313024512.0,2760523776.0,379990016.0,0.0,0.0,3.0,0.0,0.0,3.600,4.160,3.670,
01-10 13:57:48,48.312,12.987,18.442,0.0,0.0,20.260,4730880.0,1017626624.0,0.0,0.0,2783694848.0,313024512.0,2760523776.0,368828416.0,0.0,0.0,6.0,0.0,0.0,3.600,4.160,3.670,
01-10 13:57:49,28.385,14.062,35.156,0.0,0.0,22.396,4730880.0,1017626624.0,0.0,0.0,2808180736.0,313024512.0,2760523776.0,344342528.0,0.0,0.0,1.0,0.0,2.0,3.600,4.160,3.670,
01-10 13:57:50,0.268,6.971,91.689,0.0,0.0,1.072,4730880.0,1017626624.0,0.0,0.0,2864418816.0,313024512.0,2760523776.0,288104448.0,0.0,0.0,0.0,0.0,0.0,3.390,4.100,3.660,
01-10 13:57:51,3.377,9.870,85.195,0.0,0.0,1.558,4730880.0,1017626624.0,0.0,0.0,2821066752.0,313024512.0,2760523776.0,331456512.0,0.0,0.0,3.0,0.0,0.0,3.390,4.100,3.660,
01-10 13:57:52,38.743,25.654,26.178,0.0,0.0,9.424,4730880.0,1017626624.0,0.0,20480.0,2787528704.0,313024512.0,2760527872.0,364990464.0,0.0,2.0,3.0,0.0,2.0,3.390,4.100,3.660,
01-10 13:57:53,46.465,11.616,16.919,0.0,0.0,25.0,4730880.0,1017626624.0,0.0,0.0,2777767936.0,313024512.0,2760527872.0,374751232.0,0.0,0.0,4.0,0.0,0.0,3.390,4.100,3.660,
01-10 13:57:54,30.829,17.876,30.829,0.0,0.0,20.466,4730880.0,1017626624.0,0.0,0.0,2834272256.0,313024512.0,2760527872.0,318246912.0,0.0,0.0,2.0,0.0,0.0,3.390,4.100,3.660,
01-10 13:57:55,35.052,21.907,30.928,0.0,0.0,12.113,4730880.0,1017626624.0,0.0,0.0,2811445248.0,313024512.0,2760527872.0,341073920.0,0.0,0.0,3.0,0.0,0.0,3.200,4.050,3.640,
01-10 13:57:56,45.960,27.273,5.808,0.0,0.0,20.960,4730880.0,1017626624.0,0.0,0.0,2859773952.0,313024512.0,2760527872.0,292745216.0,0.0,0.0,5.0,0.0,3.0,3.200,4.050,3.640,
01-10 13:57:57,50.636,21.120,15.776,0.0,0.0,12.468,4730880.0,1017626624.0,0.0,20480.0,2821783552.0,313024512.0,2760527872.0,330735616.0,0.0,2.0,6.0,0.0,0.0,3.200,4.050,3.640,
01-10 13:57:58,45.178,23.350,11.675,0.0,0.0,19.797,4730880.0,1017626624.0,0.0,8192.0,2808623104.0,313024512.0,2760527872.0,343896064.0,0.0,1.0,7.0,0.0,0.0,3.200,4.050,3.640,
01-10 13:57:59,41.026,13.077,30.256,0.0,0.0,15.641,4730880.0,1017626624.0,0.0,0.0,2893004800.0,313024512.0,2760527872.0,259514368.0,0.0,0.0,5.0,0.0,2.0,3.200,4.050,3.640,
01-10 13:58:00,47.859,24.685,11.335,0.0,0.0,16.121,4730880.0,1017626624.0,0.0,0.0,2806472704.0,313024512.0,2760527872.0,346046464.0,0.0,0.0,7.0,0.0,0.0,3.350,4.070,3.650,
01-10 13:58:01,12.760,34.896,42.448,0.0,0.0,9.896,4730880.0,1017626624.0,0.0,0.0,2839527424.0,313024512.0,2760527872.0,312991744.0,0.0,0.0,3.0,0.0,0.0,3.350,4.070,3.650,
01-10 13:58:02,52.632,17.895,15.0,0.0,0.0,14.474,4730880.0,1017626624.0,0.0,32768.0,2814267392.0,313024512.0,2760527872.0,338251776.0,0.0,2.0,4.0,0.0,0.0,3.350,4.070,3.650,
01-10 13:58:03,72.932,17.293,0.0,0.0,0.0,9.774,4730880.0,1017626624.0,0.0,131072.0,2846375936.0,313024512.0,2760527872.0,306143232.0,0.0,28.0,5.0,0.0,0.0,3.350,4.070,3.650,
01-10 13:58:04,46.384,15.960,12.469,0.0,0.0,25.187,4730880.0,1017626624.0,0.0,0.0,2877587456.0,313024512.0,2760527872.0,274931712.0,0.0,0.0,3.0,0.0,2.0,3.350,4.070,3.650,
01-10 13:58:05,19.337,42.265,30.110,0.0,0.0,8.287,4730880.0,1017626624.0,0.0,0.0,2869776384.0,313024512.0,2760527872.0,282742784.0,0.0,0.0,2.0,0.0,0.0,3.320,4.050,3.650,
01-10 13:58:06,25.138,31.768,33.978,0.0,0.0,9.116,4730880.0,1017626624.0,0.0,0.0,2845306880.0,313024512.0,2760527872.0,307212288.0,0.0,0.0,4.0,0.0,0.0,3.320,4.050,3.650,
01-10 13:58:07,68.329,22.195,0.998,0.0,0.0,8.479,4730880.0,1017626624.0,0.0,0.0,2848813056.0,313024512.0,2760531968.0,303702016.0,0.0,0.0,5.0,0.0,4.0,3.320,4.050,3.650,
01-10 13:58:08,66.917,21.053,0.0,0.0,0.0,12.030,4730880.0,1017626624.0,0.0,49152.0,2846527488.0,313024512.0,2760531968.0,305987584.0,0.0,4.0,4.0,0.0,0.0,3.320,4.050,3.650,
01-10 13:58:09,46.702,25.858,13.193,0.0,0.0,14.248,4730880.0,1017626624.0,0.0,0.0,2824339456.0,313024512.0,2760531968.0,328175616.0,0.0,0.0,2.0,0.0,0.0,3.320,4.050,3.650,
01-10 13:58:10,5.707,16.848,76.087,0.0,0.0,1.359,4730880.0,1017626624.0,0.0,0.0,2837479424.0,313024512.0,2760531968.0,315035648.0,0.0,0.0,0.0,0.0,0.0,3.130,4.0,3.630,
01-10 13:58:11,2.051,3.590,93.333,0.0,0.0,1.026,4730880.0,1017626624.0,0.0,0.0,2833330176.0,313024512.0,2760531968.0,319184896.0,0.0,0.0,2.0,0.0,3.0,3.130,4.0,3.630,
01-10 13:58:12,1.263,5.556,92.929,0.0,0.0,0.253,4730880.0,1017626624.0,0.0,0.0,2839543808.0,313024512.0,2760531968.0,312971264.0,0.0,0.0,0.0,0.0,0.0,3.130,4.0,3.630,
01-10 13:58:13,0.0,1.519,97.468,0.0,0.0,1.013,4730880.0,1017626624.0,0.0,32768.0,2862211072.0,313024512.0,2760531968.0,290304000.0,0.0,2.0,2.0,0.0,0.0,3.130,4.0,3.630,
01-10 13:58:14,4.324,14.324,74.324,0.0,0.0,7.027,4730880.0,1017626624.0,0.0,0.0,2806042624.0,313024512.0,2760531968.0,346472448.0,0.0,0.0,4.0,0.0,0.0,3.130,4.0,3.630,
01-10 13:58:15,69.767,19.638,6.977,0.0,0.0,3.618,4730880.0,1017626624.0,0.0,0.0,2815143936.0,313024512.0,2760531968.0,337371136.0,0.0,0.0,5.0,0.0,2.0,3.040,3.970,3.620,
01-10 13:58:16,64.250,10.750,0.0,0.0,0.0,25.0,4730880.0,1017626624.0,0.0,0.0,2814935040.0,313024512.0,2760536064.0,337575936.0,0.0,0.0,6.0,0.0,0.0,3.040,3.970,3.620,
01-10 13:58:17,64.156,14.805,0.0,0.0,0.0,21.039,4730880.0,1017626624.0,0.0,0.0,2814013440.0,313024512.0,2760540160.0,338493440.0,0.0,0.0,10.0,0.0,0.0,3.040,3.970,3.620,
01-10 13:58:18,56.750,24.500,0.0,0.0,0.0,18.750,4730880.0,1017626624.0,0.0,0.0,2844807168.0,313024512.0,2760540160.0,307699712.0,0.0,0.0,4.0,0.0,0.0,3.040,3.970,3.620,
01-10 13:58:19,4.118,22.941,52.647,0.294,0.0,20.0,4730880.0,1017626624.0,0.0,20480.0,2874863616.0,313024512.0,2760540160.0,277643264.0,0.0,2.0,4.0,1.0,2.0,3.040,3.970,3.620,
01-10 13:58:20,45.078,30.311,12.953,0.259,0.0,11.399,4730880.0,1017626624.0,0.0,0.0,2824470528.0,313024512.0,2760540160.0,328036352.0,0.0,0.0,4.0,0.0,0.0,3.040,3.950,3.620,
01-10 13:58:21,69.154,13.184,0.249,0.0,0.0,17.413,4730880.0,1017626624.0,0.0,0.0,2838294528.0,313024512.0,2760540160.0,314212352.0,0.0,0.0,5.0,1.0,0.0,3.040,3.950,3.620,
01-10 13:58:22,55.416,23.426,0.0,0.0,0.0,21.159,4730880.0,1017626624.0,0.0,0.0,2835136512.0,313024512.0,2760540160.0,317370368.0,0.0,0.0,4.0,0.0,2.0,3.040,3.950,3.620,
01-10 13:58:23,35.829,28.075,22.995,0.0,0.0,13.102,4730880.0,1017626624.0,0.0,0.0,2889977856.0,313024512.0,2760540160.0,262529024.0,0.0,0.0,1.0,0.0,0.0,3.040,3.950,3.620,
01-10 13:58:24,30.108,30.376,27.957,0.0,0.0,11.559,4730880.0,1017626624.0,0.0,20480.0,2825170944.0,313024512.0,2760540160.0,327335936.0,0.0,2.0,4.0,0.0,0.0,3.040,3.950,3.620,
01-10 13:58:25,71.429,12.030,0.0,0.0,0.0,16.541,4730880.0,1017626624.0,0.0,0.0,2825527296.0,313024512.0,2760540160.0,326979584.0,0.0,0.0,5.0,0.0,0.0,3.120,3.950,3.620,
01-10 13:58:26,51.918,29.156,0.0,0.0,0.0,18.926,4730880.0,1017626624.0,0.0,0.0,2885337088.0,313024512.0,2760540160.0,267169792.0,0.0,0.0,5.0,0.0,2.0,3.120,3.950,3.620,
01-10 13:58:27,45.455,28.571,13.506,0.0,0.0,12.468,4730880.0,1017626624.0,0.0,0.0,2825306112.0,313024512.0,2760540160.0,327200768.0,0.0,0.0,1.0,0.0,1.0,3.120,3.950,3.620,
01-10 13:58:28,28.165,24.806,28.165,0.0,0.0,18.863,4730880.0,1017626624.0,0.0,0.0,2824200192.0,313024512.0,2760540160.0,328306688.0,0.0,0.0,4.0,0.0,0.0,3.120,3.950,3.620,
01-10 13:58:29,74.065,11.471,0.0,0.0,0.0,14.464,4730880.0,1017626624.0,0.0,0.0,2837168128.0,313024512.0,2760540160.0,315338752.0,0.0,0.0,6.0,0.0,0.0,3.120,3.950,3.620,
01-10 13:58:30,58.794,27.638,2.261,0.0,0.0,11.307,4730880.0,1017626624.0,0.0,20480.0,2792394752.0,313024512.0,2760540160.0,360112128.0,0.0,2.0,2.0,0.0,2.0,3.350,3.980,3.640,
01-10 13:58:31,14.578,10.486,73.913,0.0,0.0,1.023,4730880.0,1017626624.0,0.0,0.0,2792427520.0,313024512.0,2760540160.0,360079360.0,0.0,0.0,0.0,0.0,0.0,3.350,3.980,3.640,
01-10 13:58:32,0.0,0.0,100.0,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2792427520.0,313024512.0,2760540160.0,360079360.0,0.0,0.0,0.0,0.0,0.0,3.350,3.980,3.640,
01-10 13:58:33,0.0,0.251,99.749,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2792427520.0,313024512.0,2760540160.0,360079360.0,0.0,0.0,0.0,0.0,0.0,3.350,3.980,3.640,
01-10 13:58:34,0.503,0.251,99.246,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,24576.0,2792501248.0,313024512.0,2760540160.0,360005632.0,0.0,4.0,0.0,0.0,2.0,3.350,3.980,3.640,
01-10 13:58:35,0.251,0.0,99.749,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,49152.0,2792968192.0,313024512.0,2760540160.0,359538688.0,0.0,2.0,0.0,0.0,0.0,3.080,3.920,3.620,
01-10 13:58:36,0.0,0.0,99.749,0.251,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2792968192.0,313024512.0,2760540160.0,359538688.0,0.0,0.0,0.0,0.0,0.0,3.080,3.920,3.620,
01-10 13:58:37,0.0,0.0,100.0,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2792968192.0,313024512.0,2760540160.0,359538688.0,0.0,0.0,0.0,0.0,0.0,3.080,3.920,3.620,
01-10 13:58:38,0.250,0.750,99.0,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2793291776.0,313024512.0,2760540160.0,359215104.0,0.0,0.0,0.0,0.0,2.0,3.080,3.920,3.620,
01-10 13:58:39,0.0,0.0,100.0,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,40960.0,2793570304.0,313024512.0,2760540160.0,358936576.0,0.0,10.0,0.0,0.0,0.0,3.080,3.920,3.620,
01-10 13:58:40,0.0,0.0,100.0,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2793472000.0,313024512.0,2760544256.0,359030784.0,0.0,0.0,0.0,0.0,0.0,2.830,3.850,3.600,
01-10 13:58:41,0.0,0.501,99.499,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,20480.0,2792861696.0,313024512.0,2760548352.0,359636992.0,0.0,2.0,0.0,0.0,0.0,2.830,3.850,3.600,
01-10 13:58:42,0.503,0.251,99.246,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2793381888.0,313024512.0,2760548352.0,359116800.0,0.0,0.0,0.0,0.0,3.0,2.830,3.850,3.600,
01-10 13:58:43,0.0,0.251,99.749,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2793508864.0,313024512.0,2760548352.0,358989824.0,0.0,0.0,0.0,0.0,0.0,2.830,3.850,3.600,
01-10 13:58:44,0.0,0.0,100.0,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2793508864.0,313024512.0,2760548352.0,358989824.0,0.0,0.0,0.0,0.0,0.0,2.830,3.850,3.600,
01-10 13:58:45,0.0,0.251,99.749,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2792316928.0,313024512.0,2760548352.0,360181760.0,0.0,0.0,0.0,0.0,0.0,2.600,3.790,3.580,
01-10 13:58:46,0.503,0.251,99.246,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2792747008.0,313024512.0,2760548352.0,359751680.0,0.0,0.0,0.0,0.0,2.0,2.600,3.790,3.580,
01-10 13:58:47,0.0,0.0,100.0,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,20480.0,2793000960.0,313024512.0,2760548352.0,359497728.0,0.0,2.0,0.0,0.0,0.0,2.600,3.790,3.580,
01-10 13:58:48,0.0,0.250,99.750,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2793000960.0,313024512.0,2760548352.0,359497728.0,0.0,0.0,0.0,0.0,0.0,2.600,3.790,3.580,
01-10 13:58:49,0.0,0.251,99.749,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2792210432.0,313024512.0,2760548352.0,360288256.0,0.0,0.0,0.0,0.0,0.0,2.600,3.790,3.580,
01-10 13:58:50,0.750,0.0,99.0,0.250,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2793418752.0,313024512.0,2760548352.0,359079936.0,0.0,0.0,0.0,0.0,2.0,2.400,3.730,3.560,
01-10 13:58:51,0.0,0.0,100.0,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2793644032.0,313024512.0,2760548352.0,358854656.0,0.0,0.0,0.0,0.0,0.0,2.400,3.730,3.560,
01-10 13:58:52,0.0,0.0,100.0,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,20480.0,2793644032.0,313024512.0,2760548352.0,358854656.0,0.0,2.0,0.0,0.0,0.0,2.400,3.730,3.560,
01-10 13:58:53,0.251,0.251,99.497,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2792890368.0,313024512.0,2760548352.0,359608320.0,0.0,0.0,0.0,0.0,2.0,2.400,3.730,3.560,
01-10 13:58:54,0.251,0.0,99.749,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2793263104.0,313024512.0,2760548352.0,359235584.0,0.0,0.0,0.0,0.0,0.0,2.400,3.730,3.560,
01-10 13:58:55,0.0,0.0,100.0,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2793263104.0,313024512.0,2760548352.0,359235584.0,0.0,0.0,0.0,0.0,0.0,2.200,3.660,3.540,
01-10 13:58:56,0.0,0.0,100.0,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2793263104.0,313024512.0,2760548352.0,359235584.0,0.0,0.0,0.0,0.0,0.0,2.200,3.660,3.540,
01-10 13:58:57,0.504,0.252,99.244,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2793340928.0,313024512.0,2760544256.0,359161856.0,0.0,0.0,0.0,0.0,3.0,2.200,3.660,3.540,
01-10 13:58:58,0.0,0.251,99.499,0.251,0.0,0.0,4730880.0,1017626624.0,0.0,20480.0,2793488384.0,313024512.0,2760548352.0,359010304.0,0.0,2.0,0.0,0.0,0.0,2.200,3.660,3.540,
01-10 13:58:59,0.0,0.0,100.0,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2793488384.0,313024512.0,2760548352.0,359010304.0,0.0,0.0,0.0,0.0,0.0,2.200,3.660,3.540,
01-10 13:59:00,0.0,0.251,99.749,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2793488384.0,313024512.0,2760548352.0,359010304.0,0.0,0.0,0.0,0.0,0.0,2.030,3.600,3.520,
01-10 13:59:01,0.251,0.501,99.248,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2793426944.0,313024512.0,2760548352.0,359071744.0,0.0,0.0,0.0,0.0,2.0,2.030,3.600,3.520,
01-10 13:59:02,0.503,0.0,99.497,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2793615360.0,313024512.0,2760548352.0,358883328.0,0.0,0.0,0.0,0.0,0.0,2.030,3.600,3.520,
01-10 13:59:03,0.0,0.251,99.749,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2793615360.0,313024512.0,2760548352.0,358883328.0,0.0,0.0,0.0,0.0,0.0,2.030,3.600,3.520,
01-10 13:59:04,0.0,0.251,99.749,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,20480.0,2792706048.0,313024512.0,2760548352.0,359792640.0,0.0,2.0,0.0,0.0,0.0,2.030,3.600,3.520,
01-10 13:59:05,0.251,0.503,99.246,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2793607168.0,313024512.0,2760556544.0,358883328.0,0.0,0.0,0.0,0.0,2.0,1.860,3.540,3.500,
01-10 13:59:06,0.0,0.0,100.0,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2793607168.0,313024512.0,2760556544.0,358883328.0,0.0,0.0,0.0,0.0,0.0,1.860,3.540,3.500,
01-10 13:59:07,0.0,0.0,100.0,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2793607168.0,313024512.0,2760556544.0,358883328.0,0.0,0.0,0.0,0.0,0.0,1.860,3.540,3.500,
01-10 13:59:08,0.251,0.251,99.497,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2793226240.0,313024512.0,2760556544.0,359264256.0,0.0,0.0,0.0,0.0,2.0,1.860,3.540,3.500,
01-10 13:59:09,0.251,0.251,99.499,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,20480.0,2793480192.0,313024512.0,2760556544.0,359010304.0,0.0,2.0,0.0,0.0,0.0,1.860,3.540,3.500,
01-10 13:59:10,0.0,0.0,100.0,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,28672.0,2793480192.0,313024512.0,2760556544.0,359010304.0,0.0,3.0,0.0,0.0,0.0,1.720,3.480,3.480,
01-10 13:59:11,0.0,0.0,100.0,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2793480192.0,313024512.0,2760556544.0,359010304.0,0.0,0.0,0.0,0.0,0.0,1.720,3.480,3.480,
01-10 13:59:12,0.506,0.0,99.494,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2794041344.0,313024512.0,2760560640.0,358445056.0,0.0,0.0,0.0,0.0,5.0,1.720,3.480,3.480,
01-10 13:59:13,0.500,0.750,98.750,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2794291200.0,313024512.0,2760556544.0,358199296.0,0.0,0.0,0.0,0.0,0.0,1.720,3.480,3.480,
01-10 13:59:14,0.0,0.250,98.500,1.250,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2794291200.0,313024512.0,2760556544.0,358199296.0,0.0,0.0,0.0,0.0,0.0,1.720,3.480,3.480,
01-10 13:59:15,0.0,0.0,100.0,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,90112.0,2794287104.0,313024512.0,2760560640.0,358199296.0,0.0,12.0,0.0,0.0,0.0,1.580,3.430,3.460,
01-10 13:59:16,0.251,0.501,99.248,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2792747008.0,313024512.0,2760560640.0,359739392.0,0.0,0.0,0.0,0.0,2.0,1.580,3.430,3.460,
01-10 13:59:17,0.503,0.0,99.497,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2793000960.0,313024512.0,2760560640.0,359485440.0,0.0,0.0,0.0,0.0,0.0,1.580,3.430,3.460,
01-10 13:59:18,0.0,0.250,99.750,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2793000960.0,313024512.0,2760560640.0,359485440.0,0.0,0.0,0.0,0.0,0.0,1.580,3.430,3.460,
01-10 13:59:19,0.0,0.0,100.0,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2793000960.0,313024512.0,2760560640.0,359485440.0,0.0,0.0,0.0,0.0,0.0,1.580,3.430,3.460,
01-10 13:59:20,0.251,0.251,99.248,0.251,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2793398272.0,313024512.0,2760560640.0,359088128.0,0.0,0.0,0.0,0.0,2.0,1.450,3.370,3.440,
01-10 13:59:21,0.251,0.251,99.497,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,20480.0,2793701376.0,313024512.0,2760560640.0,358785024.0,0.0,2.0,0.0,0.0,0.0,1.450,3.370,3.440,
01-10 13:59:22,0.0,0.0,100.0,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2793701376.0,313024512.0,2760560640.0,358785024.0,0.0,0.0,0.0,0.0,0.0,1.450,3.370,3.440,
01-10 13:59:23,0.0,0.0,100.0,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2793701376.0,313024512.0,2760560640.0,358785024.0,0.0,0.0,0.0,0.0,0.0,1.450,3.370,3.440,
01-10 13:59:24,0.251,0.251,99.497,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2793320448.0,313024512.0,2760560640.0,359165952.0,0.0,0.0,0.0,0.0,2.0,1.450,3.370,3.440,
01-10 13:59:25,0.251,0.251,99.497,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2793574400.0,313024512.0,2760560640.0,358912000.0,0.0,0.0,0.0,0.0,0.0,1.330,3.310,3.430,
01-10 13:59:26,0.503,0.251,99.246,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,0.0,2794385408.0,313024512.0,2760560640.0,358100992.0,0.0,0.0,0.0,0.0,2.0,1.330,3.310,3.430,
01-10 13:59:27,0.0,1.003,98.997,0.0,0.0,0.0,4730880.0,1017626624.0,0.0,20480.0,2794680320.0,313024512.0,2760560640.0,357806080.0,0.0,2.0,0.0,0.0,3.0,1.330,3.310,3.430,
